"","X","id","menina","branco","cidade_id","escola_id","prof_id","name_muni","pib","prof_nome","prof_exp","inf","trtGrp","sala_pequena","sala_professor_integral","nota"
"324",324,324,1,1,10,"Guaribas_2",11,"Guaribas",4178.51090409028,"Grácio Moura",17.0017756186327,8.15784131087524,1,0,0,68.9424802379642
"325",325,325,0,0,6,"Coronel José Dias_3",109,"Coronel José Dias",3999.82445163763,"Fabrícia da Conceição",17.6026165273353,6.84518696185051,3,0,1,56.9870321784553
"326",326,326,0,1,10,"Guaribas_1",9,"Guaribas",4178.51090409028,"Bernardete Porto",13.9980199156403,3.21475862196924,3,0,1,50.6717271474282
"327",327,327,0,0,11,"Jurema_4",23,"Jurema",2736.02521851292,"Leiliane Pires",15.7545492729269,5.44270892261543,3,0,1,49.3486970893799
"328",328,328,1,0,7,"Dirceu Arcoverde_1",113,"Dirceu Arcoverde",5229.34802253056,"Estéfani da Paz",9.98113322070371,7.99711333599123,2,1,0,92.7243806502402
"329",329,329,0,0,6,"Coronel José Dias_1",105,"Coronel José Dias",3999.82445163763,"Antonino Dias",9.08330224296365,3.15495059127743,1,0,0,54.7047340490584
"330",330,330,1,1,4,"Canto Do Buriti_4",94,"Canto Do Buriti",4236.55979260193,"Teodomiro Moreira",28.3224673547978,3.1287559622999,3,0,1,72.3855332779498
"331",331,331,0,1,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,1,0,0,67.5507372752849
"332",332,332,0,1,4,"Canto Do Buriti_1",89,"Canto Do Buriti",4236.55979260193,"Juno Araújo",20.6076298574722,7.00057268058296,2,1,0,64.6091988959398
"333",333,333,1,1,4,"Canto Do Buriti_4",94,"Canto Do Buriti",4236.55979260193,"Teodomiro Moreira",28.3224673547978,3.1287559622999,1,0,0,54.1451595844069
"334",334,334,1,0,1,"Anísio De Abreu_3",6,"Anísio De Abreu",3732.89859734518,"Ferrer Farias",12.9344655500163,2.16808499275934,2,1,0,57.8694714335844
"335",335,335,1,1,13,"São Braz Do Piauí_2",36,"São Braz Do Piauí",3937.90914067858,"Mimosa Nascimento",14.1266585881462,3.06915814443172,3,0,1,43.4287074958269
"336",336,336,1,0,9,"Fartura Do Piauí_4",134,"Fartura Do Piauí",4776.25290722364,"Jacira da Luz",21.0770768762954,7.04881362834772,1,0,0,44.9123961470826
"337",337,337,1,1,4,"Canto Do Buriti_1",88,"Canto Do Buriti",4236.55979260193,"Carlene Pereira",21.2832587573139,7.00057268058296,2,1,0,94.9825819170092
"338",338,338,0,0,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,2,1,0,51.5971907536667
"339",339,339,1,1,17,"Várzea Branca_1",65,"Várzea Branca",5149.20657941617,"Dionéia da Paz",10.8749797498138,4.77254351612335,1,0,0,57.4901029042373
"340",340,340,1,0,8,"Dom Inocêncio_1",121,"Dom Inocêncio",4110.47192881985,"Liara Rocha",14.3787347043176,2.9862234051959,3,0,1,63.7008034431399
"341",341,341,1,1,4,"Canto Do Buriti_3",93,"Canto Do Buriti",4236.55979260193,"Rúbia Duarte",14.5796305464734,4.81312692415379,3,0,1,62.0064955765532
"342",342,342,0,1,5,"Caracol_1",96,"Caracol",3785.55929827932,"Luciane Barbosa",14.4444276240859,1.72171104969468,2,1,0,58.8139882657098
"343",343,343,0,1,3,"Brejo Do Piauí_4",86,"Brejo Do Piauí",3422.31586763709,"Junilvana Lima",9.21110629839347,6.16904372214133,2,1,0,73.5842602219687
"344",344,344,1,1,4,"Canto Do Buriti_2",91,"Canto Do Buriti",4236.55979260193,"Soraia Rodrigues",15.4236789332356,8.48047378158709,2,1,0,92.433772720851
"345",345,345,1,1,11,"Jurema_2",19,"Jurema",2736.02521851292,"Josiane Sales",14.6680630638913,3.44993278272548,2,1,0,63.505843652248
"346",346,346,1,0,9,"Fartura Do Piauí_2",131,"Fartura Do Piauí",4776.25290722364,"Marinei Fogaça",15.9602122449807,3.05600120553119,3,0,1,40.5461206273329
"347",347,347,1,0,12,"Pajeú Do Piauí_4",31,"Pajeú Do Piauí",3905.61081179791,"Nicol Moraes",15.6370915245334,3.66021920480037,1,0,0,43.7810812203287
"348",348,348,1,1,1,"Anísio De Abreu_4",7,"Anísio De Abreu",3732.89859734518,"Zenira Castro",17.356765024678,5.23468134668299,2,1,0,74.8121381684792
"349",349,349,1,1,3,"Brejo Do Piauí_3",84,"Brejo Do Piauí",3422.31586763709,"Everalda da Conceição",8.0770594291796,5.90653672949772,3,0,1,45.4371874604929
"350",350,350,0,1,16,"Tamboril Do Piauí_2",58,"Tamboril Do Piauí",4790.74232599722,"Quim Mendes",16.511259855382,5.85686704600383,2,1,0,96.4701816957596
"351",351,351,1,0,8,"Dom Inocêncio_4",126,"Dom Inocêncio",4110.47192881985,"Lucineri da Rocha",20.1158380102473,6.89243675113251,2,1,0,90.7023436763005
"352",352,352,1,1,14,"São Lourenço Do Piauí_1",42,"São Lourenço Do Piauí",4633.46923739916,"Martino da Cunha",22.9467388290843,2.85075163420226,1,0,0,65.4961164733201
"353",353,353,0,1,1,"Anísio De Abreu_1",2,"Anísio De Abreu",3732.89859734518,"Pitágoras Aragão",18.571854286462,6.65894605774353,2,1,0,52.9051808758067
"354",354,354,0,1,16,"Tamboril Do Piauí_4",62,"Tamboril Do Piauí",4790.74232599722,"Osnilda das Neves",6.33863085283311,4.62526456794013,2,1,0,44.4488432409821
"355",355,355,1,1,4,"Canto Do Buriti_2",90,"Canto Do Buriti",4236.55979260193,"Eusébio Almeida",15.3649447929394,8.48047378158709,2,1,0,73.597783298624
"356",356,356,0,0,14,"São Lourenço Do Piauí_1",41,"São Lourenço Do Piauí",4633.46923739916,"Eliseu da Cunha",10.0931249521493,2.85075163420226,3,0,1,39.2438897573289
"357",357,357,1,1,16,"Tamboril Do Piauí_2",59,"Tamboril Do Piauí",4790.74232599722,"Roselei Oliveira",17.4591844353792,5.85686704600383,1,0,0,70.8488068721205
"358",358,358,1,0,16,"Tamboril Do Piauí_3",60,"Tamboril Do Piauí",4790.74232599722,"Caetano Moura",17.6140068784045,6.24021833784871,1,0,0,46.4802169912941
"359",359,359,1,1,8,"Dom Inocêncio_2",123,"Dom Inocêncio",4110.47192881985,"Torcato Lopes",12.9997227037483,6.28903496023608,1,0,0,59.5078239039858
"360",360,360,1,0,12,"Pajeú Do Piauí_3",29,"Pajeú Do Piauí",3905.61081179791,"Armelim Oliveira",17.3304408763364,1.93848008258541,3,0,1,50.2376510983223
"361",361,361,1,0,3,"Brejo Do Piauí_2",82,"Brejo Do Piauí",3422.31586763709,"Russel Melo",23.3584772491682,2.9538563662512,1,0,0,37.7265385394721
"362",362,362,0,1,4,"Canto Do Buriti_4",94,"Canto Do Buriti",4236.55979260193,"Teodomiro Moreira",28.3224673547978,3.1287559622999,3,0,1,53.4817625513611
"363",363,363,1,0,1,"Anísio De Abreu_2",4,"Anísio De Abreu",3732.89859734518,"Orestes Almeida",10.7226484829027,6.10256133803298,2,1,0,57.7389982110328
"364",364,364,1,0,6,"Coronel José Dias_2",106,"Coronel José Dias",3999.82445163763,"Graciete Moura",15.2990029231434,4.14461206831652,1,0,0,53.8441016148854
"365",365,365,1,0,10,"Guaribas_3",13,"Guaribas",4178.51090409028,"Marilde Moraes",11.7895275862946,5.0149735580078,3,0,1,64.1505413198824
"366",366,366,1,1,11,"Jurema_3",22,"Jurema",2736.02521851292,"Lutero Fernandes",16.1002196103384,3.08827241110571,1,0,0,66.4253599593735
"367",367,367,0,0,12,"Pajeú Do Piauí_3",29,"Pajeú Do Piauí",3905.61081179791,"Armelim Oliveira",17.3304408763364,1.93848008258541,2,1,0,65.7087980001497
"368",368,368,1,0,17,"Várzea Branca_3",68,"Várzea Branca",5149.20657941617,"Denise Vieira",10.7223245490219,8.56625305223999,2,1,0,61.2584086204242
"369",369,369,1,1,4,"Canto Do Buriti_1",88,"Canto Do Buriti",4236.55979260193,"Carlene Pereira",21.2832587573139,7.00057268058296,2,1,0,91.0140764479022
"370",370,370,1,1,11,"Jurema_1",18,"Jurema",2736.02521851292,"Nair Moura",15.2040349548981,8.06832217997777,1,0,0,95.3876619946612
"371",371,371,1,1,7,"Dirceu Arcoverde_3",116,"Dirceu Arcoverde",5229.34802253056,"Samira Moraes",20.4839634871415,4.30250034481812,1,0,0,73.249616230718
"372",372,372,1,0,3,"Brejo Do Piauí_2",83,"Brejo Do Piauí",3422.31586763709,"Selmira Araújo",16.0564802881256,2.9538563662512,1,0,0,63.5913355361637
"373",373,373,1,1,11,"Jurema_2",20,"Jurema",2736.02521851292,"Zelaci Pereira",14.5253106958483,3.44993278272548,3,0,1,63.5092371773256
"374",374,374,1,1,4,"Canto Do Buriti_4",94,"Canto Do Buriti",4236.55979260193,"Teodomiro Moreira",28.3224673547978,3.1287559622999,2,1,0,82.8119713803794
"375",375,375,0,0,5,"Caracol_2",99,"Caracol",3785.55929827932,"Omer Duarte",12.337119808176,3.92166196604778,3,0,1,64.0650854488124
"376",376,376,1,1,3,"Brejo Do Piauí_4",87,"Brejo Do Piauí",3422.31586763709,"Jader Nunes",16.4297140783403,6.16904372214133,1,0,0,62.3863818902877
"377",377,377,0,1,8,"Dom Inocêncio_2",123,"Dom Inocêncio",4110.47192881985,"Torcato Lopes",12.9997227037483,6.28903496023608,2,1,0,76.3115850987969
"378",378,378,0,0,4,"Canto Do Buriti_4",95,"Canto Do Buriti",4236.55979260193,"Santelmo da Mota",12.0816431033349,3.1287559622999,2,1,0,64.5277030401754
"379",379,379,1,0,2,"Bonfim Do Piauí_1",73,"Bonfim Do Piauí",5704.73948948163,"Luciano Barbosa",13.8555780212009,5.22821058063544,2,1,0,54.683900941787
"380",380,380,1,0,6,"Coronel José Dias_3",109,"Coronel José Dias",3999.82445163763,"Fabrícia da Conceição",17.6026165273353,6.84518696185051,2,1,0,96.4392357401655
"381",381,381,1,0,11,"Jurema_1",18,"Jurema",2736.02521851292,"Nair Moura",15.2040349548981,8.06832217997777,2,1,0,71.8015264461397
"382",382,382,1,1,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,3,0,1,64.0015975940082
"383",383,383,0,0,1,"Anísio De Abreu_3",5,"Anísio De Abreu",3732.89859734518,"Reis Jesus",15.4509366843661,2.16808499275934,1,0,0,30.2429698216922
"384",384,384,1,1,4,"Canto Do Buriti_2",90,"Canto Do Buriti",4236.55979260193,"Eusébio Almeida",15.3649447929394,8.48047378158709,3,0,1,64.788770606853
"385",385,385,1,0,15,"São Raimundo Nonato_1",50,"São Raimundo Nonato",5793.1325150633,"Universina Rocha",19.7730268111077,6.07094049574356,2,1,0,89.3296720005592
"386",386,386,1,1,6,"Coronel José Dias_3",109,"Coronel José Dias",3999.82445163763,"Fabrícia da Conceição",17.6026165273353,6.84518696185051,1,0,0,62.3986004583543
"387",387,387,0,1,17,"Várzea Branca_2",67,"Várzea Branca",5149.20657941617,"Charbel Silveira",13.7059105444635,5.13032284431646,1,0,0,62.2163180014207
"388",388,388,1,1,16,"Tamboril Do Piauí_1",57,"Tamboril Do Piauí",4790.74232599722,"Rosimere Pereira",15.4425008505274,4.21458534344643,1,0,0,71.244901583457
"389",389,389,1,0,3,"Brejo Do Piauí_4",87,"Brejo Do Piauí",3422.31586763709,"Jader Nunes",16.4297140783403,6.16904372214133,3,0,1,44.9229753213767
"390",390,390,1,1,4,"Canto Do Buriti_1",89,"Canto Do Buriti",4236.55979260193,"Juno Araújo",20.6076298574722,7.00057268058296,3,0,1,69.0617172339549
"391",391,391,1,1,3,"Brejo Do Piauí_4",86,"Brejo Do Piauí",3422.31586763709,"Junilvana Lima",9.21110629839347,6.16904372214133,2,1,0,77.9218466993471
"392",392,392,1,0,17,"Várzea Branca_2",66,"Várzea Branca",5149.20657941617,"Aquino Silveira",5.37366472904942,5.13032284431646,1,0,0,65.1171019516239
"393",393,393,1,0,4,"Canto Do Buriti_4",95,"Canto Do Buriti",4236.55979260193,"Santelmo da Mota",12.0816431033349,3.1287559622999,2,1,0,69.5433966227239
"394",394,394,1,1,3,"Brejo Do Piauí_4",86,"Brejo Do Piauí",3422.31586763709,"Junilvana Lima",9.21110629839347,6.16904372214133,2,1,0,81.6245035691006
"395",395,395,1,1,9,"Fartura Do Piauí_4",134,"Fartura Do Piauí",4776.25290722364,"Jacira da Luz",21.0770768762954,7.04881362834772,3,0,1,65.6647013434856
"396",396,396,0,1,1,"Anísio De Abreu_4",7,"Anísio De Abreu",3732.89859734518,"Zenira Castro",17.356765024678,5.23468134668299,3,0,1,62.9817785783671
"397",397,397,0,0,17,"Várzea Branca_3",69,"Várzea Branca",5149.20657941617,"Denis Oliveira",12.8308723152425,8.56625305223999,2,1,0,73.9747738945747
"398",398,398,1,1,1,"Anísio De Abreu_2",3,"Anísio De Abreu",3732.89859734518,"Felisberto da Costa",15.6474668624735,6.10256133803298,2,1,0,76.3582743304037
"399",399,399,0,0,16,"Tamboril Do Piauí_4",63,"Tamboril Do Piauí",4790.74232599722,"Iolene Peixoto",8.44463974365809,4.62526456794013,1,0,0,51.9590281945044
"400",400,400,1,0,8,"Dom Inocêncio_4",126,"Dom Inocêncio",4110.47192881985,"Lucineri da Rocha",20.1158380102473,6.89243675113251,3,0,1,60.0453680427751
"401",401,401,0,0,3,"Brejo Do Piauí_4",86,"Brejo Do Piauí",3422.31586763709,"Junilvana Lima",9.21110629839347,6.16904372214133,3,0,1,47.9104566806933
"402",402,402,0,1,6,"Coronel José Dias_2",106,"Coronel José Dias",3999.82445163763,"Graciete Moura",15.2990029231434,4.14461206831652,3,0,1,54.4870883443936
"403",403,403,1,1,9,"Fartura Do Piauí_1",129,"Fartura Do Piauí",4776.25290722364,"Ludovino Almeida",19.1879825008878,4.38004030973914,2,1,0,82.3759001453273
"404",404,404,1,1,11,"Jurema_4",23,"Jurema",2736.02521851292,"Leiliane Pires",15.7545492729269,5.44270892261543,3,0,1,63.5944306688545
"405",405,405,1,1,14,"São Lourenço Do Piauí_1",41,"São Lourenço Do Piauí",4633.46923739916,"Eliseu da Cunha",10.0931249521493,2.85075163420226,2,1,0,73.9278889360325
"406",406,406,0,0,1,"Anísio De Abreu_3",6,"Anísio De Abreu",3732.89859734518,"Ferrer Farias",12.9344655500163,2.16808499275934,3,0,1,40.8976885937891
"407",407,407,0,0,2,"Bonfim Do Piauí_1",72,"Bonfim Do Piauí",5704.73948948163,"Estefânia Barbosa",17.3940723152198,5.22821058063544,3,0,1,65.3015451229442
"408",408,408,1,1,6,"Coronel José Dias_4",111,"Coronel José Dias",3999.82445163763,"Juliano Mendes",1.9034575666293,3.7293486817235,2,1,0,87.8344125517084
"409",409,409,1,1,11,"Jurema_1",17,"Jurema",2736.02521851292,"Judas da Luz",15.0209166187839,8.06832217997777,1,0,0,64.4050401587537
"410",410,410,0,0,4,"Canto Do Buriti_2",90,"Canto Do Buriti",4236.55979260193,"Eusébio Almeida",15.3649447929394,8.48047378158709,2,1,0,63.1708520046135
"411",411,411,1,1,12,"Pajeú Do Piauí_2",27,"Pajeú Do Piauí",3905.61081179791,"Igor Rocha",17.5509569822857,1.52640838862332,3,0,1,91.7408959568981
"412",412,412,0,0,8,"Dom Inocêncio_1",120,"Dom Inocêncio",4110.47192881985,"Verdi da Cunha",13.4364360685505,2.9862234051959,1,0,0,59.3826512970795
"413",413,413,1,1,8,"Dom Inocêncio_2",122,"Dom Inocêncio",4110.47192881985,"Gladimira Ferreira",17.0421781410223,6.28903496023608,2,1,0,85.2537731594977
"414",414,414,0,0,3,"Brejo Do Piauí_1",80,"Brejo Do Piauí",3422.31586763709,"Alberta Lopes",20.5563148600226,3.38877322173036,1,0,0,46.9546725204376
"415",415,415,1,1,1,"Anísio De Abreu_2",4,"Anísio De Abreu",3732.89859734518,"Orestes Almeida",10.7226484829027,6.10256133803298,3,0,1,69.8893491647191
"416",416,416,0,0,1,"Anísio De Abreu_3",6,"Anísio De Abreu",3732.89859734518,"Ferrer Farias",12.9344655500163,2.16808499275934,3,0,1,59.3434162472576
"417",417,417,1,1,14,"São Lourenço Do Piauí_1",41,"São Lourenço Do Piauí",4633.46923739916,"Eliseu da Cunha",10.0931249521493,2.85075163420226,1,0,0,53.0406295010068
"418",418,418,1,0,13,"São Braz Do Piauí_3",37,"São Braz Do Piauí",3937.90914067858,"Aurelino das Neves",17.9500866231975,4.81469205380835,1,0,0,40.4092671768054
"419",419,419,1,0,14,"São Lourenço Do Piauí_2",44,"São Lourenço Do Piauí",4633.46923739916,"Dália Oliveira",8.8767857472445,6.5933949696698,3,0,1,59.3706358250994
"420",420,420,0,1,14,"São Lourenço Do Piauí_3",46,"São Lourenço Do Piauí",4633.46923739916,"Vitorino da Luz",18.0311831356148,6.31052772889975,2,1,0,92.7002564766417
"421",421,421,1,1,10,"Guaribas_1",10,"Guaribas",4178.51090409028,"Aniele Castro",30.0976726934037,3.21475862196924,3,0,1,84.2350369488171
"422",422,422,0,0,13,"São Braz Do Piauí_3",38,"São Braz Do Piauí",3937.90914067858,"Marcela Campos",20.1083981500238,4.81469205380835,3,0,1,62.4149509507273
"423",423,423,1,1,11,"Jurema_1",18,"Jurema",2736.02521851292,"Nair Moura",15.2040349548981,8.06832217997777,3,0,1,64.7587327528212
"424",424,424,0,1,2,"Bonfim Do Piauí_1",72,"Bonfim Do Piauí",5704.73948948163,"Estefânia Barbosa",17.3940723152198,5.22821058063544,2,1,0,72.5925629346134
"425",425,425,1,1,10,"Guaribas_4",15,"Guaribas",4178.51090409028,"Dúbia Peixoto",15.2658887530543,6.10325091166179,3,0,1,51.7380950852551
"426",426,426,1,1,4,"Canto Do Buriti_1",89,"Canto Do Buriti",4236.55979260193,"Juno Araújo",20.6076298574722,7.00057268058296,1,0,0,38.9801675077919
"427",427,427,1,1,11,"Jurema_2",19,"Jurema",2736.02521851292,"Josiane Sales",14.6680630638913,3.44993278272548,1,0,0,60.3347461144994
"428",428,428,1,1,4,"Canto Do Buriti_3",93,"Canto Do Buriti",4236.55979260193,"Rúbia Duarte",14.5796305464734,4.81312692415379,3,0,1,56.7594104498791
"429",429,429,1,1,1,"Anísio De Abreu_3",5,"Anísio De Abreu",3732.89859734518,"Reis Jesus",15.4509366843661,2.16808499275934,1,0,0,65.0344482600008
"430",430,430,1,0,2,"Bonfim Do Piauí_2",74,"Bonfim Do Piauí",5704.73948948163,"Josefo da Conceição",17.4629974425057,5.45649614814944,2,1,0,76.7887126122709
"431",431,431,1,1,1,"Anísio De Abreu_2",4,"Anísio De Abreu",3732.89859734518,"Orestes Almeida",10.7226484829027,6.10256133803298,3,0,1,61.5804361484403
"432",432,432,0,1,4,"Canto Do Buriti_1",88,"Canto Do Buriti",4236.55979260193,"Carlene Pereira",21.2832587573139,7.00057268058296,1,0,0,52.3770881596612
"433",433,433,0,0,3,"Brejo Do Piauí_2",83,"Brejo Do Piauí",3422.31586763709,"Selmira Araújo",16.0564802881256,2.9538563662512,3,0,1,46.2162282594431
"434",434,434,0,1,5,"Caracol_2",98,"Caracol",3785.55929827932,"Alcibíades Lima",17.8370825147115,3.92166196604778,3,0,1,55.3301295748016
"435",435,435,0,0,13,"São Braz Do Piauí_3",38,"São Braz Do Piauí",3937.90914067858,"Marcela Campos",20.1083981500238,4.81469205380835,1,0,0,37.3393894390294
"436",436,436,0,0,7,"Dirceu Arcoverde_4",119,"Dirceu Arcoverde",5229.34802253056,"Geane da Mota",15.2914095842297,7.38042434614067,3,0,1,60.2548844662647
"437",437,437,1,1,2,"Bonfim Do Piauí_3",76,"Bonfim Do Piauí",5704.73948948163,"Karen Castro",14.4258204989074,1.31599744993037,1,0,0,63.9135228807622
"438",438,438,1,0,4,"Canto Do Buriti_2",91,"Canto Do Buriti",4236.55979260193,"Soraia Rodrigues",15.4236789332356,8.48047378158709,3,0,1,46.4929339510496
"439",439,439,1,0,17,"Várzea Branca_1",64,"Várzea Branca",5149.20657941617,"Claudine Castro",17.7442402753488,4.77254351612335,2,1,0,78.6692378901733
"440",440,440,1,1,3,"Brejo Do Piauí_1",80,"Brejo Do Piauí",3422.31586763709,"Alberta Lopes",20.5563148600226,3.38877322173036,1,0,0,56.6844050542344
"441",441,441,1,0,6,"Coronel José Dias_2",106,"Coronel José Dias",3999.82445163763,"Graciete Moura",15.2990029231434,4.14461206831652,1,0,0,63.5144453445928
"442",442,442,1,1,6,"Coronel José Dias_4",110,"Coronel José Dias",3999.82445163763,"Aldo Araújo",7.99981365137184,3.7293486817235,2,1,0,96.1010042231645
"443",443,443,1,1,11,"Jurema_2",19,"Jurema",2736.02521851292,"Josiane Sales",14.6680630638913,3.44993278272548,2,1,0,60.5080952586922
"444",444,444,1,1,11,"Jurema_2",20,"Jurema",2736.02521851292,"Zelaci Pereira",14.5253106958483,3.44993278272548,1,0,0,61.5586437173992
"445",445,445,0,0,4,"Canto Do Buriti_3",92,"Canto Do Buriti",4236.55979260193,"Rolim das Neves",18.7583600420814,4.81312692415379,2,1,0,75.0615333520908
"446",446,446,1,1,4,"Canto Do Buriti_4",95,"Canto Do Buriti",4236.55979260193,"Santelmo da Mota",12.0816431033349,3.1287559622999,1,0,0,55.238867909727
"447",447,447,0,1,14,"São Lourenço Do Piauí_4",48,"São Lourenço Do Piauí",4633.46923739916,"Inessa Nogueira",17.1809415697227,3.86409683432657,3,0,1,64.5602422531189
"448",448,448,0,1,11,"Jurema_2",19,"Jurema",2736.02521851292,"Josiane Sales",14.6680630638913,3.44993278272548,2,1,0,78.1847071658994
"449",449,449,0,0,17,"Várzea Branca_1",64,"Várzea Branca",5149.20657941617,"Claudine Castro",17.7442402753488,4.77254351612335,2,1,0,82.5068060723324
"450",450,450,0,1,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,3,0,1,63.2871681506508
"451",451,451,0,0,4,"Canto Do Buriti_3",93,"Canto Do Buriti",4236.55979260193,"Rúbia Duarte",14.5796305464734,4.81312692415379,2,1,0,73.5545224103129
"452",452,452,1,1,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,1,0,0,61.0326337138518
"453",453,453,1,1,2,"Bonfim Do Piauí_3",77,"Bonfim Do Piauí",5704.73948948163,"Heldemaro Alves",18.539237484754,1.31599744993037,2,1,0,82.0909312017828
"454",454,454,1,1,13,"São Braz Do Piauí_4",40,"São Braz Do Piauí",3937.90914067858,"Baqui da Conceição",18.7602343547533,2.42774477647433,1,0,0,43.014526188304
"455",455,455,1,0,12,"Pajeú Do Piauí_2",28,"Pajeú Do Piauí",3905.61081179791,"Dioclécia Ramos",12.5623620734289,1.52640838862332,3,0,1,39.5225848417523
"456",456,456,1,1,15,"São Raimundo Nonato_3",54,"São Raimundo Nonato",5793.1325150633,"Eufrásio Ribeiro",22.4097591517827,7.3558175311566,3,0,1,70.5888238411359
"457",457,457,0,1,13,"São Braz Do Piauí_1",33,"São Braz Do Piauí",3937.90914067858,"Zuleica Barbosa",13.9868448852501,3.51917686924285,1,0,0,62.1603309257573
"458",458,458,0,0,13,"São Braz Do Piauí_3",38,"São Braz Do Piauí",3937.90914067858,"Marcela Campos",20.1083981500238,4.81469205380835,3,0,1,48.1574241463831
"459",459,459,1,0,6,"Coronel José Dias_4",111,"Coronel José Dias",3999.82445163763,"Juliano Mendes",1.9034575666293,3.7293486817235,1,0,0,53.8317820333033
"460",460,460,1,1,1,"Anísio De Abreu_3",6,"Anísio De Abreu",3732.89859734518,"Ferrer Farias",12.9344655500163,2.16808499275934,1,0,0,74.5602921059497
"461",461,461,1,0,1,"Anísio De Abreu_3",6,"Anísio De Abreu",3732.89859734518,"Ferrer Farias",12.9344655500163,2.16808499275934,2,1,0,42.8862938998964
"462",462,462,1,0,8,"Dom Inocêncio_4",126,"Dom Inocêncio",4110.47192881985,"Lucineri da Rocha",20.1158380102473,6.89243675113251,1,0,0,66.7869375481664
"463",463,463,1,0,12,"Pajeú Do Piauí_3",30,"Pajeú Do Piauí",3905.61081179791,"Falco Melo",9.52770619375987,1.93848008258541,1,0,0,32.4722430038636
"464",464,464,1,0,13,"São Braz Do Piauí_1",34,"São Braz Do Piauí",3937.90914067858,"Queija da Rosa",15.9051089298679,3.51917686924285,1,0,0,46.7597207024898
"465",465,465,1,0,3,"Brejo Do Piauí_1",80,"Brejo Do Piauí",3422.31586763709,"Alberta Lopes",20.5563148600226,3.38877322173036,2,1,0,78.7657896324341
"466",466,466,1,1,17,"Várzea Branca_1",65,"Várzea Branca",5149.20657941617,"Dionéia da Paz",10.8749797498138,4.77254351612335,3,0,1,61.6183752237755
"467",467,467,1,1,11,"Jurema_3",22,"Jurema",2736.02521851292,"Lutero Fernandes",16.1002196103384,3.08827241110571,2,1,0,82.6172874928935
"468",468,468,0,0,5,"Caracol_2",99,"Caracol",3785.55929827932,"Omer Duarte",12.337119808176,3.92166196604778,1,0,0,45.5085238863708
"469",469,469,0,1,1,"Anísio De Abreu_2",3,"Anísio De Abreu",3732.89859734518,"Felisberto da Costa",15.6474668624735,6.10256133803298,2,1,0,57.1932756612359
"470",470,470,1,1,16,"Tamboril Do Piauí_2",59,"Tamboril Do Piauí",4790.74232599722,"Roselei Oliveira",17.4591844353792,5.85686704600383,3,0,1,65.9710970722921
"471",471,471,0,0,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,3,0,1,60.9385141436235
"472",472,472,1,1,2,"Bonfim Do Piauí_4",78,"Bonfim Do Piauí",5704.73948948163,"Max Fernandes",10.934035376168,5.00522569778429,3,0,1,55.0419022120212
"473",473,473,0,0,6,"Coronel José Dias_1",104,"Coronel José Dias",3999.82445163763,"Benevenuto Vieira",15.8793430149591,3.15495059127743,1,0,0,37.4715576275215
"474",474,474,1,1,1,"Anísio De Abreu_3",6,"Anísio De Abreu",3732.89859734518,"Ferrer Farias",12.9344655500163,2.16808499275934,3,0,1,76.1654645431891
"475",475,475,1,0,1,"Anísio De Abreu_3",5,"Anísio De Abreu",3732.89859734518,"Reis Jesus",15.4509366843661,2.16808499275934,3,0,1,56.8674460970206
"476",476,476,1,1,13,"São Braz Do Piauí_1",33,"São Braz Do Piauí",3937.90914067858,"Zuleica Barbosa",13.9868448852501,3.51917686924285,3,0,1,52.968661491532
"477",477,477,1,1,14,"São Lourenço Do Piauí_4",48,"São Lourenço Do Piauí",4633.46923739916,"Inessa Nogueira",17.1809415697227,3.86409683432657,2,1,0,100
"478",478,478,0,0,4,"Canto Do Buriti_2",91,"Canto Do Buriti",4236.55979260193,"Soraia Rodrigues",15.4236789332356,8.48047378158709,2,1,0,74.174405612591
"479",479,479,0,0,7,"Dirceu Arcoverde_2",115,"Dirceu Arcoverde",5229.34802253056,"Hélio Rezende",15.5296576300339,5.17095785922312,3,0,1,56.0382804134418
"480",480,480,0,1,11,"Jurema_2",20,"Jurema",2736.02521851292,"Zelaci Pereira",14.5253106958483,3.44993278272548,1,0,0,67.5753434414898
"481",481,481,1,1,1,"Anísio De Abreu_2",3,"Anísio De Abreu",3732.89859734518,"Felisberto da Costa",15.6474668624735,6.10256133803298,2,1,0,82.4848955282469
"482",482,482,0,1,11,"Jurema_2",19,"Jurema",2736.02521851292,"Josiane Sales",14.6680630638913,3.44993278272548,1,0,0,67.6578929832835
"483",483,483,1,0,10,"Guaribas_2",11,"Guaribas",4178.51090409028,"Grácio Moura",17.0017756186327,8.15784131087524,3,0,1,52.307170880474
"484",484,484,1,1,1,"Anísio De Abreu_2",3,"Anísio De Abreu",3732.89859734518,"Felisberto da Costa",15.6474668624735,6.10256133803298,2,1,0,78.3050859787475
